x,y,u,v,omega
0.83333333,0.54761905,-0.15683579,-0.30269957,0.54584515
0.83333333,0.55714286,-0.16036926,-0.31337950,0.45622534
0.83333333,0.56666667,-0.16361636,-0.32391560,0.35564315
0.83333333,0.57619048,-0.16653645,-0.33425322,0.24380091
0.83333333,0.58571429,-0.16908769,-0.34433466,0.12048036
0.83333333,0.59523810,-0.17122717,-0.35409963,-0.01444732
0.83333333,0.60476190,-0.17291112,-0.36348537,-0.16101217
0.83333333,0.61428571,-0.17409518,-0.37242711,-0.31913695
0.83333333,0.62380952,-0.17473461,-0.38085848,-0.48862976
0.83333333,0.63333333,-0.17478442,-0.38871187,-0.66917789
0.83333333,0.64285714,-0.17419967,-0.39591902,-0.86034352
0.83333333,0.65238095,-0.17293549,-0.40241140,-1.06156099
0.83333333,0.66190476,-0.17094728,-0.40812081,-1.27213621
0.83333333,0.67142857,-0.16819072,-0.41297999,-1.49124837
0.83333333,0.68095238,-0.16462174,-0.41692302,-1.71795356
0.83333333,0.69047619,-0.16019647,-0.41988593,-1.95119154
0.83333333,0.70000000,-0.15487105,-0.42180738,-2.18979406
0.83333333,0.70952381,-0.14860134,-0.42262909,-2.43249679
0.83333333,0.71904762,-0.14134265,-0.42229635,-2.67795300
0.83333333,0.72857143,-0.13304923,-0.42075872,-2.92475033
0.83333333,0.73809524,-0.12367366,-0.41797051,-3.17143083
0.83333333,0.74761905,-0.11316628,-0.41389126,-3.41651177
0.83333333,0.75714286,-0.10147434,-0.40848646,-3.65851235
0.83333333,0.76666667,-0.08854114,-0.40172800,-3.89597988
0.83333333,0.77619048,-0.07430505,-0.39359504,-4.12752295
0.83333333,0.78571429,-0.05869847,-0.38407463,-4.35184574
0.83333333,0.79523810,-0.04164663,-0.37316254,-4.56778526
0.83333333,0.80476190,-0.02306643,-0.36086443,-4.77435684
0.83333333,0.81428571,-0.00286519,-0.34719694,-4.97080040
0.83333333,0.82380952,0.01906060,-0.33218908,-5.15663576
0.83333333,0.83333333,0.04282648,-0.31588399,-5.33172226
0.83333333,0.84285714,0.06856122,-0.29834083,-5.49632883
0.83333333,0.85238095,0.09640794,-0.27963692,-5.65121078
0.83333333,0.86190476,0.12652513,-0.25987041,-5.79770041
0.83333333,0.87142857,0.15908766,-0.23916304,-5.93781662
0.83333333,0.88095238,0.19428785,-0.21766298,-6.07438946
0.83333333,0.89047619,0.23233689,-0.19554809,-6.21122313
0.83333333,0.90000000,0.27346686,-0.17302890,-6.35330248
0.83333333,0.90952381,0.31793424,-0.15035166,-6.50706911
0.83333333,0.91904762,0.36602581,-0.12780103,-6.68080854
0.83333333,0.92857143,0.41806862,-0.10570264,-6.88519859
0.83333333,0.93809524,0.47444665,-0.08442557,-7.13411617
0.83333333,0.94761905,0.53562748,-0.06438535,-7.44581890
0.83333333,0.95714286,0.60220379,-0.04604847,-7.84470797
0.83333333,0.96666667,0.67495722,-0.02994017,-8.36394024
0.83333333,0.97619048,0.75495332,-0.01665849,-9.04931450
0.83333333,0.98571429,0.84368187,-0.00689900,-9.96505737
0.83333333,0.99523810,0.94326168,-0.00149692,-10.47289658
0.84285714,0.00476190,-0.00013787,-0.00003675,0.04981036
0.84285714,0.01428571,-0.00060777,-0.00018116,0.06013513
0.84285714,0.02380952,-0.00124087,-0.00046547,0.07915626
0.84285714,0.03333333,-0.00201061,-0.00088629,0.09691758
0.84285714,0.04285714,-0.00289444,-0.00144120,0.11364142
0.84285714,0.05238095,-0.00387340,-0.00212861,0.12953499
0.84285714,0.06190476,-0.00493172,-0.00294762,0.14479113
0.84285714,0.07142857,-0.00605652,-0.00389794,0.15958904
0.84285714,0.08095238,-0.00723746,-0.00497982,0.17409495
0.84285714,0.09047619,-0.00846647,-0.00619402,0.18846273
0.84285714,0.10000000,-0.00973748,-0.00754174,0.20283458
0.84285714,0.10952381,-0.01104620,-0.00902463,0.21734142
0.84285714,0.11904762,-0.01238989,-0.01064474,0.23210350
0.84285714,0.12857143,-0.01376722,-0.01240451,0.24723059
0.84285714,0.13809524,-0.01517804,-0.01430681,0.26282248
0.84285714,0.14761905,-0.01662325,-0.01635486,0.27896908
0.84285714,0.15714286,-0.01810467,-0.01855228,0.29575065
0.84285714,0.16666667,-0.01962491,-0.02090309,0.31323794
0.84285714,0.17619048,-0.02118722,-0.02341165,0.33149219
0.84285714,0.18571429,-0.02279545,-0.02608274,0.35056514
0.84285714,0.19523810,-0.02445388,-0.02892147,0.37049890
0.84285714,0.20476190,-0.02616719,-0.03193335,0.39132574
0.84285714,0.21428571,-0.02794033,-0.03512422,0.41306803
0.84285714,0.22380952,-0.02977849,-0.03850027,0.43573764
0.84285714,0.23333333,-0.03168697,-0.04206799,0.45933574
0.84285714,0.24285714,-0.03367116,-0.04583419,0.48385218
0.84285714,0.25238095,-0.03573643,-0.04980593,0.50926495
0.84285714,0.26190476,-0.03788811,-0.05399048,0.53553945
0.84285714,0.27142857,-0.04013138,-0.05839531,0.56262779
0.84285714,0.28095238,-0.04247121,-0.06302804,0.59046793
0.84285714,0.29047619,-0.04491234,-0.06789631,0.61898243
0.84285714,0.30000000,-0.04745916,-0.07300783,0.64807796
0.84285714,0.30952381,-0.05011563,-0.07837018,0.67764366
0.84285714,0.31904762,-0.05288529,-0.08399083,0.70755011
0.84285714,0.32857143,-0.05577109,-0.08987699,0.73764819
0.84285714,0.33809524,-0.05877537,-0.09603550,0.76776779
0.84285714,0.34761905,-0.06189976,-0.10247274,0.79771608
0.84285714,0.35714286,-0.06514511,-0.10919449,0.82727677
0.84285714,0.36666667,-0.06851138,-0.11620585,0.85620838
0.84285714,0.37619048,-0.07199758,-0.12351096,0.88424313
0.84285714,0.38571429,-0.07560162,-0.13111302,0.91108584
0.84285714,0.39523810,-0.07932030,-0.13901396,0.93641299
0.84285714,0.40476190,-0.08314914,-0.14721440,0.95987171
0.84285714,0.41428571,-0.08708229,-0.15571338,0.98107946
0.84285714,0.42380952,-0.09111248,-0.16450819,0.99962366
0.84285714,0.43333333,-0.09523087,-0.17359422,1.01506209
0.84285714,0.44285714,-0.09942697,-0.18296468,1.02692318
0.84285714,0.45238095,-0.10368855,-0.19261052,1.03470743
0.84285714,0.46190476,-0.10800158,-0.20252007,1.03788912
0.84285714,0.47142857,-0.11235012,-0.21267900,1.03591835
0.84285714,0.48095238,-0.11671627,-0.22307004,1.02822459
0.84285714,0.49047619,-0.12108010,-0.23367283,1.01422060
0.84285714,0.50000000,-0.12541966,-0.24446373,0.99330634
0.84285714,0.50952381,-0.12971093,-0.25541574,0.96487546
0.84285714,0.51904762,-0.13392781,-0.26649827,0.92832094
0.84285714,0.52857143,-0.13804212,-0.27767715,0.88304269
0.84285714,0.53809524,-0.14202376,-0.28891453,0.82845515
0.84285714,0.54761905,-0.14584063,-0.30016875,0.76399618
0.84285714,0.55714286,-0.14945877,-0.31139448,0.68913615
0.84285714,0.56666667,-0.15284252,-0.32254270,0.60338813
0.84285714,0.57619048,-0.15595460,-0.33356076,0.50631762
0.84285714,0.58571429,-0.15875627,-0.34439260,0.39755318
0.84285714,0.59523810,-0.16120747,-0.35497877,0.27679685
0.84285714,0.60476190,-0.16326703,-0.36525682,0.14383417
0.84285714,0.61428571,-0.16489285,-0.37516150,-0.00145578
0.84285714,0.62380952,-0.16604203,-0.38462505,-0.15909144
0.84285714,0.63333333,-0.16667107,-0.39357758,-0.32898039
0.84285714,0.64285714,-0.16673599,-0.40194747,-0.51091224
0.84285714,0.65238095,-0.16619247,-0.40966177,-0.70455265
0.84285714,0.66190476,-0.16499591,-0.41664672,-0.90943909
0.84285714,0.67142857,-0.16310149,-0.42282814,-1.12497842
0.84285714,0.68095238,-0.16046409,-0.42813203,-1.35044551
0.84285714,0.69047619,-0.15703827,-0.43248495,-1.58498538
0.84285714,0.70000000,-0.15277800,-0.43581474,-1.82761586
0.84285714,0.70952381,-0.14763650,-0.43805093,-2.07723355
0.84285714,0.71904762,-0.14156581,-0.43912536,-2.33262205
0.84285714,0.72857143,-0.13451637,-0.43897268,-2.59246230
0.84285714,0.73809524,-0.12643638,-0.43753102,-2.85534596
0.84285714,0.74761905,-0.11727117,-0.43474266,-3.11979127
0.84285714,0.75714286,-0.10696235,-0.43055457,-3.38426256
0.84285714,0.76666667,-0.09544684,-0.42491931,-3.64719296
0.84285714,0.77619048,-0.08265585,-0.41779578,-3.90701056
0.84285714,0.78571429,-0.06851365,-0.40915024,-4.16217041
0.84285714,0.79523810,-0.05293626,-0.39895752,-4.41119146
0.84285714,0.80476190,-0.03583011,-0.38720229,-4.65269852
0.84285714,0.81428571,-0.01709046,-0.37388083,-4.88547373
0.84285714,0.82380952,0.00340006,-0.35900289,-5.10851717
0.84285714,0.83333333,0.02577304,-0.34259400,-5.32111740
0.84285714,0.84285714,0.05017578,-0.32469830,-5.52293730
0.84285714,0.85238095,0.07677285,-0.30538166,-5.71411371
0.84285714,0.86190476,0.10574737,-0.28473529,-5.89537811
0.84285714,0.87142857,0.13730241,-0.26287964,-6.06820297
0.84285714,0.88095238,0.17166221,-0.23996882,-6.23497391
0.84285714,0.89047619,0.20907363,-0.21619482,-6.39920855
0.84285714,0.90000000,0.24980812,-0.19179200,-6.56582165
0.84285714,0.90952381,0.29416475,-0.16704097,-6.74147081
0.84285714,0.91904762,0.34247577,-0.14227206,-6.93501234
0.84285714,0.92857143,0.39511603,-0.11786782,-7.15812492
0.84285714,0.93809524,0.45251936,-0.09426500,-7.42619276
0.84285714,0.94761905,0.51520562,-0.07195605,-7.75958586
0.84285714,0.95714286,0.58382434,-0.05149162,-8.18555450
0.84285714,0.96666667,0.65922278,-0.03348603,-8.74106312
0.84285714,0.97619048,0.74254954,-0.01862950,-9.47706413
0.84285714,0.98571429,0.83540940,-0.00771273,-10.46496582
0.84285714,0.99523810,0.94009203,-0.00167272,-11.01200581
0.85238095,0.00476190,-0.00006894,-0.00003217,0.03576704
0.85238095,0.01428571,-0.00040493,-0.00015951,0.04630420
0.85238095,0.02380952,-0.00090695,-0.00041196,0.06569119
0.85238095,0.03333333,-0.00154755,-0.00078812,0.08377571
0.85238095,0.04285714,-0.00230342,-0.00128729,0.10078888
0.85238095,0.05238095,-0.00315498,-0.00190931,0.11694571
0.85238095,0.06190476,-0.00408594,-0.00265450,0.13244596
0.85238095,0.07142857,-0.00508292,-0.00352356,0.14747503
0.85238095,0.08095238,-0.00613517,-0.00451757,0.16220485
0.85238095,0.09047619,-0.00723419,-0.00563795,0.17679462
0.85238095,0.10000000,-0.00837356,-0.00688643,0.19139157
0.85238095,0.10952381,-0.00954861,-0.00826504,0.20613156
0.85238095,0.11904762,-0.01075625,-0.00977616,0.22113965
0.85238095,0.12857143,-0.01199478,-0.01142246,0.23653051
0.85238095,0.13809524,-0.01326370,-0.01320694,0.25240889
0.85238095,0.14761905,-0.01456354,-0.01513294,0.26886988
0.85238095,0.15714286,-0.01589576,-0.01720413,0.28599927
0.85238095,0.16666667,-0.01726260,-0.01942454,0.30387366
0.85238095,0.17619048,-0.01866695,-0.02179854,0.32256067
0.85238095,0.18571429,-0.02011228,-0.02433090,0.34211889
0.85238095,0.19523810,-0.02160250,-0.02702671,0.36259809
0.85238095,0.20476190,-0.02314193,-0.02989148,0.38403893
0.85238095,0.21428571,-0.02473517,-0.03293103,0.40647292
0.85238095,0.22380952,-0.02638705,-0.03615159,0.42992216
0.85238095,0.23333333,-0.02810257,-0.03955970,0.45439905
0.85238095,0.24285714,-0.02988681,-0.04316224,0.47990578
0.85238095,0.25238095,-0.03174488,-0.04696641,0.50643390
0.85238095,0.26190476,-0.03368186,-0.05097966,0.53396374
0.85238095,0.27142857,-0.03570274,-0.05520970,0.56246364
0.85238095,0.28095238,-0.03781238,-0.05966444,0.59188902
0.85238095,0.29047619,-0.04001541,-0.06435193,0.62218189
0.85238095,0.30000000,-0.04231621,-0.06928030,0.65326929
0.85238095,0.30952381,-0.04471881,-0.07445772,0.68506277
0.85238095,0.31904762,-0.04722688,-0.07989229,0.71745658
0.85238095,0.32857143,-0.04984364,-0.08559200,0.75032699
0.85238095,0.33809524,-0.05257175,-0.09156457,0.78353053
0.85238095,0.34761905,-0.05541331,-0.09781741,0.81690276
0.85238095,0.35714286,-0.05836975,-0.10435746,0.85025680
0.85238095,0.36666667,-0.06144176,-0.11119109,0.88338178
0.85238095,0.37619048,-0.06462920,-0.11832397,0.91604173
0.85238095,0.38571429,-0.06793103,-0.12576087,0.94797361
0.85238095,0.39523810,-0.07134522,-0.13350558,0.97888666
0.85238095,0.40476190,-0.07486865,-0.14156072,1.00846064
0.85238095,0.41428571,-0.07849703,-0.14992748,1.03634524
0.85238095,0.42380952,-0.08222482,-0.15860559,1.06215906
0.85238095,0.43333333,-0.08604510,-0.16759300,1.08548915
0.85238095,0.44285714,-0.08994953,-0.17688572,1.10589135
0.85238095,0.45238095,-0.09392822,-0.18647768,1.12288976
0.85238095,0.46190476,-0.09796965,-0.19636038,1.13597846
0.85238095,0.47142857,-0.10206064,-0.20652287,1.14462221
0.85238095,0.48095238,-0.10618620,-0.21695137,1.14825892
0.85238095,0.49047619,-0.11032953,-0.22762923,1.14630187
0.85238095,0.50000000,-0.11447196,-0.23853660,1.13814378
0.85238095,0.50952381,-0.11859288,-0.24965036,1.12316048
0.85238095,0.51904762,-0.12266977,-0.26094389,1.10071599
0.85238095,0.52857143,-0.12667815,-0.27238700,1.07016897
0.85238095,0.53809524,-0.13059165,-0.28394571,1.03087854
0.85238095,0.54761905,-0.13438196,-0.29558226,0.98221225
0.85238095,0.55714286,-0.13801897,-0.30725500,0.92355418
0.85238095,0.56666667,-0.14147078,-0.31891832,0.85431385
0.85238095,0.57619048,-0.14470382,-0.33052281,0.77393538
0.85238095,0.58571429,-0.14768295,-0.34201509,0.68190771
0.85238095,0.59523810,-0.15037161,-0.35333806,0.57777447
0.85238095,0.60476190,-0.15273185,-0.36443105,0.46114457
0.85238095,0.61428571,-0.15472457,-0.37522987,0.33170220
0.85238095,0.62380952,-0.15630960,-0.38566703,0.18921703
0.85238095,0.63333333,-0.15744585,-0.39567214,0.03355380
0.85238095,0.64285714,-0.15809137,-0.40517208,-0.13531865
0.85238095,0.65238095,-0.15820348,-0.41409138,-0.31731921
0.85238095,0.66190476,-0.15773882,-0.42235249,-0.51224726
0.85238095,0.67142857,-0.15665331,-0.42987633,-0.71977663
0.85238095,0.68095238,-0.15490219,-0.43658257,-0.93945086
0.85238095,0.69047619,-0.15243976,-0.44239002,-1.17067993
0.85238095,0.70000000,-0.14921938,-0.44721735,-1.41273856
0.85238095,0.70952381,-0.14519303,-0.45098326,-1.66476631
0.85238095,0.71904762,-0.14031102,-0.45360711,-1.92576957
0.85238095,0.72857143,-0.13452144,-0.45500952,-2.19462490
0.85238095,0.73809524,-0.12776962,-0.45511284,-2.47008562
0.85238095,0.74761905,-0.11999732,-0.45384184,-2.75079060
0.85238095,0.75714286,-0.11114185,-0.45112425,-3.03527451
0.85238095,0.76666667,-0.10113502,-0.44689184,-3.32198262
0.85238095,0.77619048,-0.08990195,-0.44108111,-3.60929012
0.85238095,0.78571429,-0.07735970,-0.43363446,-3.89552379
0.85238095,0.79523810,-0.06341571,-0.42450169,-4.17899179
0.85238095,0.80476190,-0.04796612,-0.41364145,-4.45802116
0.85238095,0.81428571,-0.03089395,-0.40102339,-4.73100090
0.85238095,0.82380952,-0.01206713,-0.38663068,-4.99644375
0.85238095,0.83333333,0.00866355,-0.37046289,-5.25305748
0.85238095,0.84285714,0.03146648,-0.35253981,-5.49983644
0.85238095,0.85238095,0.05653128,-0.33290559,-5.73617887
0.85238095,0.86190476,0.08407074,-0.31163377,-5.96203041
0.85238095,0.87142857,0.11432263,-0.28883302,-6.17806721
0.85238095,0.88095238,0.14755131,-0.26465318,-6.38592005
0.85238095,0.89047619,0.18404926,-0.23929188,-6.58845663
0.85238095,0.90000000,0.22413886,-0.21300107,-6.79013252
0.85238095,0.90952381,0.26817489,-0.18609297,-6.99743319
0.85238095,0.91904762,0.31654894,-0.15894522,-7.21944427
0.85238095,0.92857143,0.36969769,-0.13200429,-7.46859503
0.85238095,0.93809524,0.42811787,-0.10578728,-7.76167727
0.85238095,0.94761905,0.49239287,-0.08088201,-8.12127113
0.85238095,0.95714286,0.56323725,-0.05794661,-8.57782364
0.85238095,0.96666667,0.64156908,-0.03771138,-9.17275333
0.85238095,0.97619048,0.72862273,-0.02098734,-9.96317482
0.85238095,0.98571429,0.82612139,-0.00868921,-11.02918530
0.85238095,0.99523810,0.93653506,-0.00188423,-11.61812496
0.86190476,0.00476190,-0.00000932,-0.00002745,0.02340824
0.86190476,0.01428571,-0.00022748,-0.00013719,0.03402597
0.86190476,0.02380952,-0.00061232,-0.00035682,0.05353266
0.86190476,0.03333333,-0.00113580,-0.00068703,0.07171100
0.86190476,0.04285714,-0.00177417,-0.00112885,0.08880005
0.86190476,0.05238095,-0.00250746,-0.00168359,0.10502151
0.86190476,0.06190476,-0.00331908,-0.00235278,0.12058087
0.86190476,0.07142857,-0.00419538,-0.00313812,0.13566855
0.86190476,0.08095238,-0.00512533,-0.00404148,0.15046096
0.86190476,0.09047619,-0.00610022,-0.00506490,0.16512142
0.86190476,0.10000000,-0.00711335,-0.00621061,0.17980106
0.86190476,0.10952381,-0.00815980,-0.00748101,0.19463949
0.86190476,0.11904762,-0.00923622,-0.00887872,0.20976545
0.86190476,0.12857143,-0.01034063,-0.01040661,0.22529741
0.86190476,0.13809524,-0.01147221,-0.01206778,0.24134399
0.86190476,0.14761905,-0.01263121,-0.01386559,0.25800443
0.86190476,0.15714286,-0.01381876,-0.01580374,0.27536893
0.86190476,0.16666667,-0.01503674,-0.01788621,0.29351893
0.86190476,0.17619048,-0.01628770,-0.02011731,0.31252736
0.86190476,0.18571429,-0.01757476,-0.02250173,0.33245879
0.86190476,0.19523810,-0.01890145,-0.02504449,0.35336956
0.86190476,0.20476190,-0.02027172,-0.02775099,0.37530780
0.86190476,0.21428571,-0.02168981,-0.03062700,0.39831331
0.86190476,0.22380952,-0.02316018,-0.03367868,0.42241749
0.86190476,0.23333333,-0.02468748,-0.03691253,0.44764310
0.86190476,0.24285714,-0.02627645,-0.04033544,0.47400391
0.86190476,0.25238095,-0.02793189,-0.04395461,0.50150430
0.86190476,0.26190476,-0.02965860,-0.04777761,0.53013879
0.86190476,0.27142857,-0.03146132,-0.05181225,0.55989134
0.86190476,0.28095238,-0.03334469,-0.05606663,0.59073454
0.86190476,0.29047619,-0.03531319,-0.06054905,0.62262905
0.86190476,0.30000000,-0.03737111,-0.06526800,0.65552247
0.86190476,0.30952381,-0.03952244,-0.07023205,0.68934816
0.86190476,0.31904762,-0.04177091,-0.07544982,0.72402442
0.86190476,0.32857143,-0.04411983,-0.08092991,0.75945288
0.86190476,0.33809524,-0.04657212,-0.08668078,0.79551744
0.86190476,0.34761905,-0.04913019,-0.09271069,0.83208263
0.86190476,0.35714286,-0.05179592,-0.09902759,0.86899221
0.86190476,0.36666667,-0.05457057,-0.10563898,0.90606761
0.86190476,0.37619048,-0.05745468,-0.11255183,0.94310629
0.86190476,0.38571429,-0.06044808,-0.11977240,0.97988027
0.86190476,0.39523810,-0.06354973,-0.12730612,1.01613450
0.86190476,0.40476190,-0.06675769,-0.13515744,1.05158532
0.86190476,0.41428571,-0.07006902,-0.14332964,1.08591902
0.86190476,0.42380952,-0.07347970,-0.15182465,1.11879098
0.86190476,0.43333333,-0.07698453,-0.16064294,1.14982414
0.86190476,0.44285714,-0.08057711,-0.16978320,1.17860889
0.86190476,0.45238095,-0.08424964,-0.17924227,1.20470178
0.86190476,0.46190476,-0.08799297,-0.18901481,1.22762644
0.86190476,0.47142857,-0.09179643,-0.19909322,1.24687338
0.86190476,0.48095238,-0.09564778,-0.20946734,1.26190114
0.86190476,0.49047619,-0.09953318,-0.22012426,1.27213812
0.86190476,0.50000000,-0.10343706,-0.23104815,1.27698433
0.86190476,0.50952381,-0.10734216,-0.24222000,1.27581453
0.86190476,0.51904762,-0.11122943,-0.25361753,1.26798189
0.86190476,0.52857143,-0.11507805,-0.26521486,1.25282264
0.86190476,0.53809524,-0.11886537,-0.27698255,1.22966063
0.86190476,0.54761905,-0.12256698,-0.28888726,1.19781411
0.86190476,0.55714286,-0.12615669,-0.30089179,1.15660191
0.86190476,0.56666667,-0.12960659,-0.31295490,1.10535169
0.86190476,0.57619048,-0.13288710,-0.32503134,1.04340720
0.86190476,0.58571429,-0.13596706,-0.33707166,0.97013777
0.86190476,0.59523810,-0.13881375,-0.34902242,0.88494748
0.86190476,0.60476190,-0.14139307,-0.36082608,0.78728467
0.86190476,0.61428571,-0.14366952,-0.37242112,0.67665213
0.86190476,0.62380952,-0.14560641,-0.38374218,0.55261695
0.86190476,0.63333333,-0.14716589,-0.39472023,0.41482058
0.86190476,0.64285714,-0.14830901,-0.40528259,0.26298863
0.86190476,0.65238095,-0.14899576,-0.41535342,0.09694046
0.86190476,0.66190476,-0.14918518,-0.42485365,-0.08340210
0.86190476,0.67142857,-0.14883524,-0.43370155,-0.27800623
0.86190476,0.68095238,-0.14790283,-0.44181275,-0.48672062
0.86190476,0.69047619,-0.14634359,-0.44910079,-0.70926887
0.86190476,0.70000000,-0.14411172,-0.45547730,-0.94524360
0.86190476,0.70952381,-0.14115970,-0.46085241,-1.19410181
0.86190476,0.71904762,-0.13743781,-0.46513510,-1.45516121
0.86190476,0.72857143,-0.13289367,-0.46823364,-1.72759819
0.86190476,0.73809524,-0.12747158,-0.47005615,-2.01044655
0.86190476,0.74761905,-0.12111167,-0.47051090,-2.30259728
0.86190476,0.75714286,-0.11374895,-0.46950701,-2.60280275
0.86190476,0.76666667,-0.10531208,-0.46695527,-2.90967917
0.86190476,0.77619048,-0.09572207,-0.46276882,-3.22171474
0.86190476,0.78571429,-0.08489060,-0.45686445,-3.53728104
0.86190476,0.79523810,-0.07271826,-0.44916379,-3.85464907
0.86190476,0.80476190,-0.05909238,-0.43959522,-4.17201233
0.86190476,0.81428571,-0.04388483,-0.42809615,-4.48751879
0.86190476,0.82380952,-0.02694939,-0.41461575,-4.79931784
0.86190476,0.83333333,-0.00811908,-0.39911860,-5.10562038
0.86190476,0.84285714,0.01279677,-0.38158935,-5.40478706
0.86190476,0.85238095,0.03601535,-0.36203796,-5.69544220
0.86190476,0.86190476,0.06178332,-0.34050640,-5.97662783
0.86190476,0.87142857,0.09037943,-0.31707653,-6.24801111
0.86190476,0.88095238,0.12211689,-0.29187876,-6.51015091
0.86190476,0.89047619,0.15734532,-0.26510167,-6.76484728
0.86190476,0.90000000,0.19645254,-0.23700224,-7.01558924
0.86190476,0.90952381,0.23986624,-0.20791535,-7.26812601
0.86190476,0.91904762,0.28805697,-0.17826249,-7.53120041
0.86190476,0.92857143,0.34154409,-0.14855784,-7.81749058
0.86190476,0.93809524,0.40090790,-0.11941129,-8.14484692
0.86190476,0.94761905,0.46681380,-0.09152754,-8.53796959
0.86190476,0.95714286,0.54005593,-0.06570254,-9.03076649
0.86190476,0.96666667,0.62163228,-0.04281968,-9.66982841
0.86190476,0.97619048,0.71286768,-0.02385193,-10.51970959
0.86190476,0.98571429,0.81560647,-0.00988009,-11.67119408
0.86190476,0.99523810,0.93250787,-0.00214296,-12.30514622
0.87142857,0.00476190,0.00004075,-0.00002262,0.01277349
0.87142857,0.01428571,-0.00007605,-0.00011440,0.02333362
0.87142857,0.02380952,-0.00035791,-0.00030061,0.04270311
0.87142857,0.03333333,-0.00077657,-0.00058405,0.06073692
0.87142857,0.04285714,-0.00130811,-0.00096752,0.07768087
0.87142857,0.05238095,-0.00193249,-0.00145381,0.09376204
0.87142857,0.06190476,-0.00263304,-0.00204563,0.10919026
0.87142857,0.07142857,-0.00339606,-0.00274565,0.12415958
0.87142857,0.08095238,-0.00421045,-0.00355650,0.13884953
0.87142857,0.09047619,-0.00506739,-0.00448080,0.15342624
0.87142857,0.10000000,-0.00596006,-0.00552122,0.16804348
0.87142857,0.10952381,-0.00688342,-0.00668050,0.18284336
0.87142857,0.11904762,-0.00783394,-0.00796145,0.19795714
0.87142857,0.12857143,-0.00880941,-0.00936707,0.21350588
0.87142857,0.13809524,-0.00980883,-0.01090050,0.22960097
0.87142857,0.14761905,-0.01083216,-0.01256511,0.24634460
0.87142857,0.15714286,-0.01188024,-0.01436453,0.26383027
0.87142857,0.16666667,-0.01295467,-0.01630265,0.28214315
0.87142857,0.17619048,-0.01405766,-0.01838366,0.30136040
0.87142857,0.18571429,-0.01519195,-0.02061209,0.32155147
0.87142857,0.19523810,-0.01636075,-0.02299283,0.34277827
0.87142857,0.20476190,-0.01756763,-0.02553112,0.36509526
0.87142857,0.21428571,-0.01881643,-0.02823257,0.38854960
0.87142857,0.22380952,-0.02011125,-0.03110321,0.41318101
0.87142857,0.23333333,-0.02145634,-0.03414943,0.43902162
0.87142857,0.24285714,-0.02285610,-0.03737801,0.46609592
0.87142857,0.25238095,-0.02431497,-0.04079610,0.49442023
0.87142857,0.26190476,-0.02583741,-0.04441121,0.52400237
0.87142857,0.27142857,-0.02742787,-0.04823120,0.55484116
0.87142857,0.28095238,-0.02909072,-0.05226423,0.58692575
0.87142857,0.29047619,-0.03083022,-0.05651874,0.62023479
0.87142857,0.30000000,-0.03265047,-0.06100340,0.65473562
0.87142857,0.30952381,-0.03455536,-0.06572707,0.69038337
0.87142857,0.31904762,-0.03654855,-0.07069874,0.72711986
0.87142857,0.32857143,-0.03863339,-0.07592744,0.76487213
0.87142857,0.33809524,-0.04081290,-0.08142222,0.80355138
0.87142857,0.34761905,-0.04308969,-0.08719202,0.84305161
0.87142857,0.35714286,-0.04546595,-0.09324560,0.88324773
0.87142857,0.36666667,-0.04794333,-0.09959143,0.92399448
0.87142857,0.37619048,-0.05052294,-0.10623755,0.96512425
0.87142857,0.38571429,-0.05320527,-0.11319154,1.00644577
0.87142857,0.39523810,-0.05599010,-0.12046026,1.04774225
0.87142857,0.40476190,-0.05887646,-0.12804981,1.08876956
0.87142857,0.41428571,-0.06186255,-0.13596532,1.12925470
0.87142857,0.42380952,-0.06494565,-0.14421080,1.16889417
0.87142857,0.43333333,-0.06812210,-0.15278900,1.20735264
0.87142857,0.44285714,-0.07138713,-0.16170114,1.24426115
0.87142857,0.45238095,-0.07473487,-0.17094684,1.27921700
0.87142857,0.46190476,-0.07815823,-0.18052381,1.31178224
0.87142857,0.47142857,-0.08164886,-0.19042771,1.34148347
0.87142857,0.48095238,-0.08519703,-0.20065190,1.36781192
0.87142857,0.49047619,-0.08879161,-0.21118730,1.39022422
0.87142857,0.50000000,-0.09241997,-0.22202207,1.40814281
0.87142857,0.50952381,-0.09606797,-0.23314150,1.42095828
0.87142857,0.51904762,-0.09971988,-0.24452774,1.42803109
0.87142857,0.52857143,-0.10335837,-0.25615963,1.42869496
0.87142857,0.53809524,-0.10696448,-0.26801252,1.42226052
0.87142857,0.54761905,-0.11051761,-0.28005806,1.40801919
0.87142857,0.55714286,-0.11399550,-0.29226410,1.38524938
0.87142857,0.56666667,-0.11737429,-0.30459443,1.35322154
0.87142857,0.57619048,-0.12062854,-0.31700885,1.31120515
0.87142857,0.58571429,-0.12373122,-0.32946292,1.25847626
0.87142857,0.59523810,-0.12665382,-0.34190795,1.19432485
0.87142857,0.60476190,-0.12936637,-0.35429093,1.11806381
0.87142857,0.61428571,-0.13183752,-0.36655459,1.02903736
0.87142857,0.62380952,-0.13403460,-0.37863734,0.92663068
0.87142857,0.63333333,-0.13592367,-0.39047337,0.81027907
0.87142857,0.64285714,-0.13746957,-0.40199262,0.67947751
0.87142857,0.65238095,-0.13863595,-0.41312104,0.53379023
0.87142857,0.66190476,-0.13938521,-0.42378059,0.37286019
0.87142857,0.67142857,-0.13967857,-0.43388936,0.19641805
